domain,countryCode,LON,PageViewsEnglish,birthyear,birthstate,occupation,en_curid,numlangs,birthcity,AverageViews,TotalPageViews,countryName,HPI,countryCode3,PageViewsNonEnglish,name,L_star,gender,industry,StdDevPageViews,continentName,LAT,wikiquote name
PUBLIC FIGURE,PK,72.366667,3388680,1998,,SOCIAL ACTIVIST,33983258,41,Mingora,113839.4146,4667416,Pakistan,12.14292721,PAK,1278736,Malala Yousafzai,3.666891135,Female,ACTIVISM,181157.8787,Asia,34.783333,Malala Yousafzai
ARTS,CA,-81.2497,59787119,1994,,SINGER,23680998,94,London,1208064.543,113558067,CANADA,19.39222745,CAN,53770948,Justin Bieber,6.77110505,Male,MUSIC,1171017.672,North America,42.9837,Justin Bieber
ARTS,US,-104.881105,6424561,1993,CO,ACTOR,1991570,37,Denver,281830.5946,10427732,UNITED STATES,16.00720361,USA,4003171,AnnaSophia Robb,4.531937319,Female,FILM AND THEATRE,74524.3582,North America,39.76185,AnnaSophia Robb
ARTS,US,-106.609991,29050645,1992,NM,SINGER,12520860,84,Albuquerque,635892.8095,53414996,UNITED STATES,19.25114975,USA,24364351,Demi Lovato,5.775025658,Female,MUSIC,313306.1234,North America,35.110703,Demi Lovato
ARTS,US,-97.016944,45645833,1992,TX,SINGER,6844407,96,Grand Prairie,913989.0208,87742946,United States,19.97080402,USA,42097113,Selena Gomez,6.739624416,Female,MUSIC,577493.6444,North America,32.715278,Selena Gomez
ARTS,US,-96.796667,10100698,1992,TX,MUSICIAN,18366271,35,Dallas,491029.6286,17186037,UNITED STATES,16.91449115,USA,7085339,Nick Jonas,4.690814502,Male,MUSIC,102652.1974,North America,32.775833,Nick Jonas
ARTS,US,-86.783333,48648525,1992,TN,ACTOR,8135890,72,Nashville,1277051.847,91947733,UNITED STATES,20.18998484,USA,43299208,Miley Cyrus,6.703493592,Female,FILM AND THEATRE,372942.097,North America,36.166667,Miley Cyrus
ARTS,US,-73.908889,13634955,1991,NY,ACTOR,1434568,32,Rhinebeck,681507.5313,21808241,UNITED STATES,17.04936842,USA,8173286,Emma Roberts,4.321235504,Female,FILM AND THEATRE,131925.9093,North America,41.9275,Emma Roberts
ARTS,GB,-2.009,9493356,1991,,SINGER,30528002,26,Hebden Bridge,510663,13277238,UNITED KINGDOM,14.7260432,GBR,3783882,Ed Sheeran,3.312612519,Male,MUSIC,236456.6222,Europe,53.742,Ed Sheeran
ARTS,GB,-0.1275,4972497,1991,,ACTOR,469704,35,London,269842.1714,9444476,UNITED KINGDOM,16.34385248,GBR,4471979,Bonnie Wright,6.211018812,Female,FILM AND THEATRE,99509.61316,Europe,51.507222,Bonnie Wright
ARTS,US,-119.703056,7521732,1990,CA,ACTOR,24231931,29,Fresno,392159.4828,11372625,UNITED STATES,15.61406521,USA,3850893,Chris Colfer,3.868708796,Male,FILM AND THEATRE,131599.1589,North America,36.825278,Chris Colfer
ARTS,US,-118.25,29122743,1990,CA,ACTOR,2629332,58,Los Angeles,955837.0345,55438548,UNITED STATES,19.22437349,USA,26315805,Kristen Stewart,6.233086233,Female,FILM AND THEATRE,382023.0596,North America,34.05,Kristen Stewart
ARTS,US,-85.766667,22694103,1990,KY,ACTOR,12684530,42,Louisville,834723.4762,35058386,UNITED STATES,16.6124368,USA,12364283,Jennifer Lawrence,4.176870848,Female,FILM AND THEATRE,750482.9416,North America,38.25,Jennifer Lawrence
SPORTS,GB,-3.218,2682563,1990,,SOCCER PLAYER,10983884,37,Caerphilly,117092.5946,4332426,UNITED KINGDOM,15.42324937,GBR,1649863,Aaron Ramsey,5.522874266,Male,TEAM SPORTS,47345.9774,Europe,51.578,Aaron Ramsey
ARTS,FR,2.3508,23324583,1990,,ACTOR,149243,76,Paris,616320.5132,46840359,FRANCE,19.335474,FRA,23515776,Emma Watson,7.132567474,Female,FILM AND THEATRE,387006.8162,Europe,48.8567,Emma Watson
SPORTS,NO,10.423611,2876120,1990,,CHESSMASTER,442682,47,T‰ö_‰önsberg,96977.2766,4557932,Norway,14.74405936,NOR,1681812,Magnus Carlsen,4.989986284,Male,INDIVIDUAL SPORTS,114933.9004,Europe,59.298056,Magnus Carlsen
SPORTS,RU,44.55,825024,1990,,SOCCER PLAYER,16716472,48,Beslan,29928.97917,1436591,Russia,13.61342654,RUS,611567,Alan Dzagoev,5.693952228,Male,TEAM SPORTS,47551.63787,Europe,43.2,Alan Dzagoev
ARTS,AU,144.963056,13331408,1990,,ACTOR,20022961,29,Melbourne,745343.1724,21614952,AUSTRALIA,16.20734614,AUS,8283544,Liam Hemsworth,4.18627417,Male,FILM AND THEATRE,321665.4348,Oceania,-37.813611,Liam Hemsworth
ARTS,US,-118.341389,1335725,1989,CA,ACTOR,766618,26,Los Angeles,119657.5385,3111096,UNITED STATES,15.70856064,USA,1775371,Alyson Michalka,6.650449224,Female,FILM AND THEATRE,27684.07078,North America,33.834722,Alyson Michalka
ARTS,US,-112.066667,6895800,1989,AZ,SINGER,3536351,35,Phoenix,241869.0571,8465417,UNITED STATES,15.55316253,USA,1569617,Jordin Sparks,2.602359893,Female,MUSIC,40979.72899,North America,33.45,Jordin Sparks
ARTS,US,-75.926389,37700341,1989,PA,ACTOR,5422144,68,Reading,863062.3971,58688243,United States,19.0465892,USA,20987902,Taylor Swift,4.900938108,Female,FILM AND THEATRE,422497.3338,North America,40.341667,Taylor Swift
ARTS,US,-73.990278,4099898,1989,NY,ACTOR,3591242,193,New York,34904.51295,6736571,UNITED STATES,18.93096434,USA,2636673,Corbin Bleu,6.34898664,Male,FILM AND THEATRE,25147.09548,North America,40.692778,Corbin Bleu
SPORTS,GB,-0.325,4224776,1989,,SOCCER PLAYER,2878808,51,Stanmore,135591.8824,6915186,UNITED KINGDOM,17.04591905,GBR,2690410,Theo Walcott,5.656978587,Male,TEAM SPORTS,40848.18446,Europe,51.617,Theo Walcott
ARTS,GB,-0.2138,15935605,1989,,ACTOR,153295,77,Fulham,413127.9091,31810849,United Kingdom,19.04958738,GBR,15875244,Daniel Radcliffe,7.181346564,Male,FILM AND THEATRE,286553.6154,Europe,51.4767,Daniel Radcliffe
ARTS,US,-88.704167,9801477,1988,MS,SINGER,9726633,36,Meridian,459394.0833,16538187,United States,17.29471234,USA,6736710,Hayley Williams,4.37722679,Female,MUSIC,123769.6403,North America,32.374722,Hayley Williams
ARTS,BB,-59.6,48884278,1988,,SINGER,2110323,85,Saint Michael Parish,1058112.447,89939558,BARBADOS,20.73551789,BRB,41055280,Rihanna,6.680081381,Female,MUSIC,473559.3472,North America,13.116667,Rihanna
ARTS,GB,-0.058,6430805,1988,,SINGER,13041163,66,Tottenham,285908.1212,18869936,UNITED KINGDOM,18.11454005,GBR,12439131,Adele,6.546843445,Female,MUSIC,314968.0782,Europe,51.605,Adele (singer)
INSTITUTIONS,PK,67.01,694625,1988,,POLITICIAN,14914566,30,Karachi,28041.3,841239,PAKISTAN,12.26767504,PAK,146614,Bilawal Bhutto Zardari,2.579939075,Male,GOVERNMENT,10261.64379,Asia,24.86,Bilawal Bhutto Zardari
ARTS,US,-101.292222,18162029,1987,ND,SINGER,8269381,32,Minot,727897.0625,23292706,United States,16.17812535,USA,5130677,Wiz Khalifa,2.796571798,Male,MUSIC,273277.5755,North America,48.233056,Wiz Khalifa
INSTITUTIONS,US,-97.594722,3789325,1987,OK,MILITARY PERSONNEL,27630477,29,Crescent,173390.8966,5028336,United States,13.98786856,USA,1239011,Bradley Manning,2.904552294,Male,MILITARY,119846.8188,North America,35.953056,Chelsea Manning
ARTS,US,-95.383056,16471729,1987,TX,ACTOR,9287211,58,Houston,545032.2759,31611872,UNITED STATES,20.225067,USA,15140143,Hilary Duff,6.390370655,Female,FILM AND THEATRE,79214.23433,North America,29.762778,Hilary Duff
ARTS,CA,-63.61,13281803,1987,,ACTOR,2323727,47,Halifax,452879.2553,21285325,CANADA,18.05044047,CAN,8003522,Ellen Page,4.334711379,Female,FILM AND THEATRE,136369.35,North America,44.67,Ellen Page
SPORTS,AR,-60.666667,29688186,1987,,SOCCER PLAYER,2150841,95,Rosario,867939.1053,82454215,ARGENTINA,21.16082228,ARG,52766029,Lionel Messi,10.86628137,Male,TEAM SPORTS,786769.4107,South America,-32.95,Lionel Messi
ARTS,GB,-2.15,299850,1987,,ACTOR,3149537,29,Sheepscombe,78528.55172,2277328,UNITED KINGDOM,16.2185853,GBR,1977478,William Moseley,8.162593231,Male,FILM AND THEATRE,26159.25016,Europe,51.8,William Moseley (actor)
ARTS,GB,1.3089,4161773,1987,,SINGER,494770,26,Dover,275088.2692,7152295,UNITED KINGDOM,16.8269978,GBR,2990522,Joss Stone,5.112565242,Female,MUSIC,37969.62701,Europe,51.1295,Joss Stone
SPORTS,DE,8.638889,3799305,1987,,RACECAR DRIVER,6437759,71,Heppenheim,142688.7465,10130901,GERMANY,18.09529325,DEU,6331596,Sebastian Vettel,8.502413197,Male,INDIVIDUAL SPORTS,145472.1326,Europe,49.643056,Sebastian Vettel
SPORTS,DE,13.366667,3529288,1987,,SOCCER PLAYER,6050453,41,Wedding,236796.4878,9708656,GERMANY,17.63809668,DEU,6179368,Kevin-Prince Boateng,7.936974774,Male,TEAM SPORTS,115855.8481,Europe,52.55,Kevin-Prince Boateng
PUBLIC FIGURE,US,-87.684722,2870950,1986,IL,SOCIAL ACTIVIST,2850681,45,Chicago,81383.82222,3662272,UNITED STATES,13.09516927,USA,791322,Aaron Swartz,2.875607499,Male,ACTIVISM,247887.9698,North America,41.836944,Aaron Swartz
ARTS,US,-84.2625,33823561,1986,TN,ACTOR,1769827,63,Oak Ridge,945945.3492,59594557,UNITED STATES,19.89242976,USA,25770996,Megan Fox,5.225347332,Female,FILM AND THEATRE,373241.8057,North America,36.013333,Megan Fox
SPORTS,JM,-77.630278,14493145,1986,,ATHLETE,4764846,85,Sherwood Content,329042.5176,27968614,Jamaica,18.5225884,JAM,13475469,Usain Bolt,7.250721057,Male,INDIVIDUAL SPORTS,674724.1745,North America,18.390556,Usain Bolt
ARTS,US,-74.0059,21306837,1986,NY,ACTOR,8490390,66,New York,609891.7424,40252855,UNITED STATES,20.48105884,USA,18946018,Lindsay Lohan,6.207531287,Female,FILM AND THEATRE,128037.1199,North America,40.7127,Lindsay Lohan
ARTS,US,-74.0059,56998631,1986,NY,MUSICIAN,17782843,133,New York,786185.3158,104562647,UNITED STATES,21.10450737,USA,47564016,Lady Gaga,6.899731453,Female,MUSIC,1002621.618,North America,40.7127,Lady Gaga
ARTS,US,-74.0059,15961423,1986,NY,SINGER,33209238,45,New York,632649.3333,28469220,UNITED STATES,17.80239323,USA,12507797,Lana Del Rey,6.040069274,Female,MUSIC,577695.4214,North America,40.7127,Lana Del Rey
ARTS,US,-73.886,12862074,1986,NY,ACTOR,10953971,30,New York,650204.9,19506147,UNITED STATES,16.83001807,USA,6644073,Lea Michele,3.883429735,Female,FILM AND THEATRE,238302.0968,North America,40.8373,Lea Michele
ARTS,GB,-2.971,8847237,1986,,MUSICIAN,24424228,27,Lyonshall,456079.4815,12314146,UNITED KINGDOM,15.77666437,GBR,3466909,Ellie Goulding,3.437178807,Female,MUSIC,179293.1083,Europe,52.195,Ellie Goulding
SPORTS,ES,3.2,15378035,1986,,TENNIS PLAYER,1439517,85,Manacor,365178.7529,31040194,SPAIN,19.38435193,ESP,15662159,Rafael Nadal,6.987930487,Male,INDIVIDUAL SPORTS,354320.0459,Europe,39.566667,Rafael Nadal
SPORTS,FR,5.9118,2324068,1986,,SOCCER PLAYER,24748284,33,Chamb‰ö_å©ry,124776.1818,4117614,FRANCE,15.2308461,FRA,1793546,Olivier Giroud,4.934874916,Male,TEAM SPORTS,93938.81301,Europe,45.57,Olivier Giroud
ARTS,BY,27.566667,1575486,1986,,SINGER,8127963,56,Minsk,85197.10714,4771038,BELARUS,17.01237074,BLR,3195552,Alexander Rybak,11.69633974,Male,MUSIC,131337.0553,Europe,53.9,Alexander Rybak
SPORTS,IN,72.825833,3099852,1986,,TENNIS PLAYER,399783,34,Mumbai,104533.2059,3554129,India,14.06225162,IND,454277,Sania Mirza,2.110039907,Female,INDIVIDUAL SPORTS,29109.4825,Asia,18.975,Sania Mirza
ARTS,US,-84.253333,9455748,1985,FL,SINGER,2796527,32,Tallahassee,375563.5313,12018033,UNITED STATES,16.71920591,USA,2562285,T-Pain,2.787797579,Male,MUSIC,57361.12252,North America,30.455,T-Pain
SPORTS,US,-76.609444,16055002,1985,MD,SWIMMER,19084502,75,Towson,326464.2267,24484817,UNITED STATES,17.31281869,USA,8429815,Michael Phelps,4.811549959,Male,INDIVIDUAL SPORTS,859021.4612,North America,39.393056,Michael Phelps
ARTS,US,-74.0287492,14173709,1985,NJ,ACTOR,2190438,55,West Deal,490825.7273,26995415,United States,19.97294741,USA,12821706,Ashley Tisdale,6.308327798,Female,FILM AND THEATRE,96867.11951,North America,40.241779,Ashley Tisdale
ARTS,US,-74.0059,6734820,1985,NY,ACTOR,256004,29,New York,368302.8966,10680784,UNITED STATES,17.85499607,USA,3945964,Michelle Trachtenberg,4.126557979,Female,FILM AND THEATRE,33823.64449,North America,40.7127,Michelle Trachtenberg
SPORTS,PT,-16.945278,35138959,1985,,SOCCER PLAYER,623737,87,Santo Ant‰ö_‰ä´nio,1053769.805,91677973,PORTUGAL,21.82025014,PRT,56539014,Cristiano Ronaldo,11.20180249,Male,TEAM SPORTS,642407.5475,Europe,32.691389,Cristiano Ronaldo
ARTS,GB,-0.3321,14476971,1985,,ACTOR,249897,69,Teddington,429751.3333,29652842,UNITED KINGDOM,20.2936516,GBR,15175871,Keira Knightley,6.810290906,Female,FILM AND THEATRE,123770.8193,Europe,51.4242,Keira Knightley
ARTS,GB,-0.2229,8659751,1985,,MUSICIAN,5007334,44,Hammersmith,295423.5682,12998637,UNITED KINGDOM,17.87587979,GBR,4338886,Lily Allen,4.305128453,Female,MUSIC,70165.45757,Europe,51.4928,Lily Allen
SPORTS,GB,-0.2,6014120,1985,,RACECAR DRIVER,675561,60,Stevenage,174792.4167,10487545,UNITED KINGDOM,18.12209285,GBR,4473425,Lewis Hamilton,6.152073974,Male,INDIVIDUAL SPORTS,88913.22034,Europe,51.9,Lewis Hamilton
ARTS,GB,-0.133333,9964184,1985,,SINGER,7352704,44,London,335767.4318,14773767,UNITED KINGDOM,17.86915832,GBR,4809583,Leona Lewis,4.14872959,Female,MUSIC,85761.83968,Europe,51.533333,Leona Lewis
SPORTS,PL,18.666667,4521740,1985,,SOCCER PLAYER,1955932,54,Gliwice,198719.7963,10730869,POLAND,18.10040601,POL,6209129,Lukas Podolski,7.840993508,Male,TEAM SPORTS,148022.7436,Europe,50.283333,Lukas Podolski
ARTS,AL,19.816,2873152,1985,,ACTOR,656544,77,Tirana,38661.51948,2976937,ALBANIA,13.6304815,ALB,103785,Masiela Lusha,1.328414503,Female,FILM AND THEATRE,14484.05405,Europe,41.326,Masiela Lusha
ARTS,US,-119.714167,36463275,1984,CA,SINGER,16477368,72,Santa Barbara,857817.0972,61762831,UNITED STATES,20.33669307,USA,25299556,Katy Perry,5.34760576,Female,MUSIC,399078.4206,North America,34.425833,Katy Perry
SPORTS,US,-81.517778,22023095,1984,OH,BASKETBALL PLAYER,240940,51,Akron,606875.9412,30950673,UNITED STATES,18.25052433,USA,8927578,LeBron James,3.836769587,Male,TEAM SPORTS,288853.4011,North America,41.073056,LeBron James
ARTS,CA,-77.383333,19626538,1984,,MUSICIAN,165507,103,Belleville,426832.0583,43963702,CANADA,21.44042664,CAN,24337164,Avril Lavigne,8.458331448,Female,MUSIC,205053.4208,North America,44.166667,Avril Lavigne
ARTS,US,-74.0059,25225160,1984,NY,ACTOR,20913246,91,New York,516806.4066,47029383,UNITED STATES,20.60295765,USA,21804223,Scarlett Johansson,6.01691495,Female,FILM AND THEATRE,285373.8616,North America,40.7127,Scarlett Johansson
BUSINESS & LAW,US,-73.778611,39243182,1984,NY,BUSINESSPERSON,2844938,85,Lower Hudson Valley,736947.6353,62640549,United States,19.53325962,USA,23397367,Mark Zuckerberg,5.167148006,Male,BUSINESS,953554.1396,North America,41.04,Mark Zuckerberg
INSTITUTIONS,GB,-0.173,8513850,1984,,NOBLEMAN,14457,46,London,260344.5652,11975850,UNITED KINGDOM,16.24918537,GBR,3462000,Prince Harry of Wales,3.779065539,Male,GOVERNMENT,284894.4402,Europe,51.5172,Prince Harry of Wales
SPORTS,GB,0,31291,1984,,SOCCER PLAYER,1372445,43,Greenwich,11386.81395,489633,UNITED KINGDOM,16.58568254,GBR,458342,Glen Johnson,12.76900583,Male,TEAM SPORTS,3479.007162,Europe,51.48,Glen Johnson
SPORTS,NG,3.395833,1712626,1984,,SOCCER PLAYER,1397496,32,Lagos,109433.2813,3501865,Nigeria,17.0856576,NGA,1789239,Obafemi Martins,6.333707494,Male,TEAM SPORTS,21747.47157,Africa,6.453056,Obafemi Martins
SPORTS,FR,7.2663,591955,1984,,TENNIS PLAYER,5679842,32,Nice,42622.5,1363920,FRANCE,15.58857656,FRA,771965,Gilles Simon,5.502086529,Male,INDIVIDUAL SPORTS,14186.35993,Europe,43.7034,Gilles Simon
ARTS,GE,42.7,2142400,1984,,SINGER,663508,36,Kutaisi,127300.8333,4582830,Georgia,18.02818423,GEO,2440430,Katie Melua,6.60913977,Female,MUSIC,17756.05408,Asia,42.25,Katie Melua
HUMANITIES,US,-118.25,1947714,1983,CA,WRITER,611386,40,Los Angeles,96356.25,3854250,UNITED STATES,18.00485682,USA,1906536,Christopher Paolini,7.148252175,Male,LANGUAGE,16964.35252,North America,34.05,Christopher Paolini
ARTS,US,-112.066667,3113891,1983,AZ,MUSICIAN,309867,28,Phoenix,142589.2143,3992498,UNITED STATES,16.55409961,USA,878607,Michelle Branch,2.830514574,Female,MUSIC,9576.596419,North America,33.45,Michelle Branch
ARTS,US,-95.368,11235502,1983,OK,SINGER,1535727,35,Muskogee,377294.7429,13205316,United States,16.81278619,USA,1969814,Carrie Underwood,2.239007981,Female,MUSIC,54212.5631,North America,35.7466,Carrie Underwood
ARTS,GB,-0.1265,24292762,1983,,MUSICIAN,939583,78,London,591760.859,46157347,UNITED KINGDOM,18.77676007,GBR,21864585,Amy Winehouse,6.383099218,Female,MUSIC,1874854.165,Europe,51.6316,Amy Winehouse
ARTS,CA,-123.1,6290719,1982,,ACTOR,98607,34,Vancouver,311395.6765,10587453,CANADA,18.54395659,CAN,4296734,Kristin Kreuk,4.658626107,Female,FILM AND THEATRE,40081.65062,North America,49.25,Kristin Kreuk
ARTS,US,-97.333181,10933559,1982,TX,SINGER,414848,54,Fort Worth,303434.4259,16385459,UNITED STATES,18.8207232,USA,5451900,Kelly Clarkson,4.566333173,Female,MUSIC,92907.01219,North America,32.757358,Kelly Clarkson
ARTS,CA,-97.139167,10757350,1982,,ACTOR,276341,40,Winnipeg,405451.925,16218077,CANADA,18.31351148,CAN,5460727,Anna Paquin,4.027028471,Female,FILM AND THEATRE,99920.45758,North America,49.899444,Anna Paquin
SPORTS,US,-96,5901550,1982,NE,TENNIS PLAYER,345090,54,Omaha,164783,8898282,UNITED STATES,17.39130455,USA,2996732,Andy Roddick,4.44412816,Male,INDIVIDUAL SPORTS,112720.7016,North America,41.25,Andy Roddick
SPORTS,US,-89.031667,6087256,1982,WI,RACECAR DRIVER,1886352,28,Beloit,251537.2857,7043044,UNITED STATES,14.80072529,USA,955788,Danica Patrick,2.034424206,Female,INDIVIDUAL SPORTS,90087.61234,North America,42.508333,Danica Patrick
ARTS,US,-74.070068,9984409,1982,NJ,ACTOR,17450,61,Point Pleasant,321621.0164,19618882,UNITED STATES,20.03653904,USA,9634473,Kirsten Dunst,6.082248168,Female,FILM AND THEATRE,87690.9402,North America,40.077328,Kirsten Dunst
ARTS,US,-73.990278,9958463,1982,NY,ACTOR,604244,59,New York,386988.2542,22832307,UNITED STATES,18.90043279,USA,12873844,Anne Hathaway,5.467007503,Female,FILM AND THEATRE,369252.0635,North America,40.692778,Anne Hathaway
SPORTS,GB,-2.843,2661279,1982,,SOCCER PLAYER,2855038,35,Huyton,123297.7143,4315420,UNITED KINGDOM,16.33817179,GBR,1654141,Joey Barton,4.815937877,Male,TEAM SPORTS,60755.21249,Europe,53.41,Joey Barton
PUBLIC FIGURE,GB,-0.959444,42588,1982,,COMPANION,1677192,74,Reading,42018.18919,3109346,United Kingdom,17.66120844,GBR,3066758,"Catherine, Duchess of Cambridge",7.409209174,Female,COMPANIONS,70307.82179,Europe,51.450833,"Catherine, Duchess of Cambridge"
INSTITUTIONS,GB,-0.173,14908,1982,,NOBLEMAN,72201,74,London,28453.54054,2105562,United Kingdom,16.92646425,GBR,2090654,"Prince William, Duke of Cambridge",5.058792565,Male,GOVERNMENT,46203.5818,Europe,51.5172,"Prince William, Duke of Cambridge"
ARTS,CN,123.4,52918,1982,,MUSICIAN,1218430,30,Shenyang,42564.86667,1276946,China,17.24290904,CHN,1224028,Lang Lang,8.015036936,Male,MUSIC,7679.046489,Asia,41.8,Lang Lang
ARTS,US,,52129870,1982,LA,SINGER,168540,46,New Orleans,1401836.674,64484487,United States,19.54566371,USA,12354617,Lil Wayne,2.563680289,Male,MUSIC,191932.8068,North America,,Lil Wayne
ARTS,TT,,42689615,1982,,SINGER,22570683,53,Saint James,1115701.245,59132166,Trinidad and Tobago,18.95723004,TTO,16442551,Nicki Minaj,3.63078741,Female,MUSIC,688440.0929,North America,,Nicki Minaj
PUBLIC FIGURE,US,-122.272778,6287890,1981,CA,CELEBRITY,391022,26,San Francisco-Bay Area,365720.3077,9508728,UNITED STATES,18.07690008,USA,3220838,Nicole Richie,4.06085344,Female,MEDIA PERSONALITY,33867.96526,North America,37.871667,Nicole Richie
SPORTS,US,-119.281377,4844577,1981,WA,SOCCER PLAYER,8322947,27,Richland,231283.8889,6244665,United States,14.38481819,USA,1400088,Hope Solo,2.668800454,Female,TEAM SPORTS,264790.4242,North America,46.279657,Hope Solo
ARTS,US,-118.25,6391063,1981,CA,SINGER,453244,34,Los Angeles,243928.2941,8293562,UNITED STATES,17.19889861,USA,1902499,Josh Groban,3.082779538,Male,MUSIC,41677.84429,North America,34.05,Josh Groban
ARTS,US,-118.25,17635505,1981,CA,ACTOR,1817766,40,Los Angeles,633562.8,25342512,UNITED STATES,18.15498213,USA,7707007,Joseph Gordon-Levitt,3.595313212,Male,FILM AND THEATRE,272100.0812,North America,34.05,Joseph Gordon-Levitt
ARTS,US,-117.396111,6295475,1981,CA,MUSICIAN,8239761,46,Los Angeles,243140.7391,11184474,UNITED STATES,19.49957035,USA,4888999,Amy Lee,5.484052684,Female,MUSIC,34829.26029,North America,33.948056,Amy Lee
ARTS,US,-115.0253,4796944,1981,NV,MUSICIAN,923811,26,Henderson,256757.6538,6675699,United States,16.45190885,USA,1878755,Brandon Flowers,3.227218087,Male,MUSIC,55975.81439,North America,36.0292,Brandon Flowers
ARTS,US,-95.383056,6922185,1981,TX,ACTOR,378093,37,Houston,342523.8108,12673381,UNITED STATES,19.09327217,USA,5751196,Alexis Bledel,4.979440728,Female,FILM AND THEATRE,50902.05286,North America,29.762778,Alexis Bledel
ARTS,US,-91.668611,8916338,1981,IA,ACTOR,163893,52,Cedar Rapids,308652.5577,16049933,UNITED STATES,19.33280778,USA,7133595,Elijah Wood,5.572375311,Male,FILM AND THEATRE,98968.89673,North America,41.983056,Elijah Wood
ARTS,US,-90.471592,30872137,1981,MS,SINGER,3382,94,McComb,622072.4043,58474806,UNITED STATES,22.19322186,USA,27602669,Britney Spears,7.014087594,Female,MUSIC,181731.4988,North America,31.244472,Britney Spears
ARTS,US,-89.971068,23672034,1981,TN,SINGER,69323,69,Memphis,571333.029,39421979,UNITED STATES,20.29366979,USA,15749945,Justin Timberlake,5.556528135,Male,MUSIC,271672.9243,North America,35.117365,Justin Timberlake
ARTS,US,-84.39,7995213,1981,GA,SINGER,261035,40,Atlanta,271999.1,10879964,UNITED STATES,17.60336187,USA,2884751,Kelly Rowland,3.42352575,Female,MUSIC,72282.23111,North America,33.755,Kelly Rowland
SPORTS,US,-83.949444,9835910,1981,MI,TENNIS PLAYER,164910,67,Saginaw,229302.8209,15363289,UNITED STATES,18.39128513,USA,5527379,Serena Williams,5.00126815,Female,INDIVIDUAL SPORTS,217635.5476,North America,43.419444,Serena Williams
ARTS,US,-74.0059,7191560,1981,NY,ACTOR,508717,33,New York,338501.5152,11170550,UNITED STATES,18.16214885,USA,3978990,Julia Stiles,4.074106338,Female,FILM AND THEATRE,57474.8404,North America,40.7127,Julia Stiles
ARTS,US,-74.0059,7176486,1981,NY,ACTOR,1091334,38,New York,315693.3684,11996348,United States,18.56384689,USA,4819862,Sienna Miller,4.689899457,Female,FILM AND THEATRE,66322.30553,North America,40.7127,Sienna Miller
PUBLIC FIGURE,US,-74.0059,14894758,1981,NY,CELEBRITY,11217925,64,New York,434445.1719,27804491,UNITED STATES,21.26497484,USA,12909733,Paris Hilton,6.917558766,Female,MEDIA PERSONALITY,68660.8068,North America,40.7127,Paris Hilton
PUBLIC FIGURE,BR,-52.273889,5540450,1981,,MODEL,929522,36,Erechim,260149.3889,9365378,BRAZIL,18.44006518,BRA,3824928,Alessandra Ambrosio,4.931060122,Female,MEDIA PERSONALITY,46320.9987,South America,-27.633889,Alessandra Ambrosio
SPORTS,ES,-5.845,2762606,1981,,RACECAR DRIVER,240390,94,Oviedo,94586.81915,8891161,SPAIN,20.34861494,ESP,6128555,Fernando Alonso,11.14086946,Male,INDIVIDUAL SPORTS,61642.09779,Europe,43.35,Fernando Alonso
ARTS,GB,-1.4,3065284,1981,,SINGER,636406,34,Southampton,135133.5882,4594542,UNITED KINGDOM,17.79567544,GBR,1529258,Craig David,4.274929617,Male,MUSIC,14170.08063,Europe,50.9,Craig David
ARTS,GB,-0.0979,3890186,1981,,SINGER,901634,36,Haywards Heath,148773.6667,5355852,UNITED KINGDOM,17.2639751,GBR,1465666,Natasha Bedingfield,3.556542914,Female,MUSIC,23732.86148,Europe,51.0048,Natasha Bedingfield
SPORTS,CH,7.6,18392290,1981,,TENNIS PLAYER,262376,101,Basel,364359.0198,36800261,SWITZERLAND,20.49212352,CHE,18407971,Roger Federer,7.171275034,Male,INDIVIDUAL SPORTS,459159.42,Europe,47.566667,Roger Federer
ARTS,IL,35.216667,23914348,1981,,ACTOR,38459,78,Jerusalem,583969.4487,45549617,Israel,20.61331482,ISR,21635269,Natalie Portman,6.299222889,Female,FILM AND THEATRE,401406.8861,Asia,31.783333,Natalie Portman
ARTS,US,,14344652,1981,NY,MUSICIAN,59720,59,New York,394436.1695,23271734,United States,19.46274021,USA,8927082,Alicia Keys,5.031758054,Female,MUSIC,161567.6635,North America,,Alicia Keys
SPORTS,KR,,3051689,1981,,SOCCER PLAYER,628232,51,Goheung County,138932.3529,7085550,South Korea,18.7246158,KOR,4033861,Park Ji-Sung,7.134197569,Male,TEAM SPORTS,56992.48319,Asia,,Park Ji-sung
ARTS,US,-118.25,22853813,1980,CA,ACTOR,936829,39,Los Angeles,851459.7436,33206930,UNITED STATES,18.90523879,USA,10353117,Zooey Deschanel,3.477088134,Female,FILM AND THEATRE,251551.2557,North America,34.05,Zooey Deschanel
SPORTS,US,-118.201944,6130759,1980,CA,TENNIS PLAYER,167378,61,Los Angeles,154206.7377,9406611,UNITED STATES,17.97344896,USA,3275852,Venus Williams,4.781540161,Female,INDIVIDUAL SPORTS,123132.4778,North America,33.924722,Venus Williams
ARTS,US,-99.75,8459024,1980,TX,SINGER,4540726,50,Abilene,258221.04,12911052,United States,19.48789926,USA,4452028,Jessica Simpson,4.573716554,Female,MUSIC,39605.80785,North America,32.45,Jessica Simpson
